0.0,6100.0,
130.0,6230.0,
-11.640939758,6218.35906024,
22.4442848143,6240.80334506,
10.9363873329,6251.73973239,
20.9043039817,6272.64403637,
-7.79738371809,6264.84665265,
-5.33187906645,6259.51477359,
-4.8187499369,6254.69602365,
11.8536571508,6266.5496808,
46.0915448133,6312.64122561,
33.4011714112,6346.04239702,
20.7261810538,6366.76857808,
22.2331511558,6389.00172923,
-6.95327753872,6382.0484517,6277.0437124262653
-27.1640437832,6354.88440791,6294.0360062870959
-17.330083067,6337.55432485,6301.2062946101278
29.477145771,6367.03147062,6311.1177886350979
-2.45045543705,6364.58101518,6319.3696333099797
22.5598656744,6387.14088085,6328.396376540958
32.2047479645,6419.34562882,6338.1764827041225
11.2768315959,6430.62246041,6349.2282032215508
40.2007584266,6470.82321884,6363.3154329051849
-2.86850497984,6467.95471386,6377.5326789192895
6.0306893863,6473.98540325,6391.3617270824261
7.9141906455,6481.89959389,6402.6456183010368
48.6971060445,6530.59669994,6414.9492384952036
12.0568091355,6542.65350907,6426.6749005614829
68.4882944794,6611.14180355,6441.4842388493371
-4.75640787022,6606.38539568,6456.4400351150916
25.0481282269,6631.43352391,6474.8766428481795
-12.3578180196,6619.07570589,6493.6447349177597
3.75075938002,6622.82646527,6510.6977345612722
18.2234364465,6641.04990172,6529.1289936636922
3.27044084733,6644.32034256,6546.2742911109754
31.5147692422,6675.83511181,6563.3735899767689
3.96380208091,6679.79891389,6579.9853535415659
-0.160462512164,6679.63845137,6593.9063690437779
42.9752415919,6722.61369297,6610.8836343174371
-17.5563339873,6705.05735898,6626.2884313661871
-0.0582483492226,6704.99911063,6641.1617324819554
5.55861150857,6710.55772214,6653.1591339619963
20.6174686354,6731.17519077,6665.7272460753629
-0.973388773741,6730.201802,6673.6645793051885
-16.9050577368,6713.29674426,6680.7920025439098
8.39172406893,6721.68846833,6686.808998838771
7.41497748128,6729.10344581,6694.1441815003554
29.0940962936,6758.19754211,6703.1689199561797
0.519818020725,6758.71736013,6711.0134171836153
6.97175417857,6765.68911431,6719.1046686331347
43.3666429102,6809.05575722,6727.9860449938506
45.2629549492,6854.31871217,6739.6206982124531
14.6412761847,6868.95998835,6752.2421340108513
16.6630821459,6885.6230705,6763.1094258461835
31.2093613965,6916.83243189,6777.2277640404373
10.4684379036,6927.3008698,6792.0478813182162
4.15286996158,6931.45373976,6806.77428249286
-8.73097095206,6922.72276881,6819.5441210283416
22.7782861274,6945.50105493,6833.8974045572304
32.94672145,6978.44777638,6851.5741400319048
4.54443248752,6982.99220887,6868.9943894011512
-4.03696863994,6978.95524023,6885.6511756956506
22.7945105115,7001.74975074,6901.8879896046792
14.4551013757,7016.20485212,6919.0538224040383
9.54645935813,7025.75131148,6936.3913022153693
-0.682591099126,7025.06872038,6950.7921664260793
-6.34562883661,7018.72309154,6961.7524583844042
14.1870747874,7032.91016633,6972.6824702495687
37.3823359102,7070.29250224,6984.9937656990214
7.11442304655,7077.40692528,6995.6987319251439
23.274907562,7100.68183285,7007.257462795159
49.1639293688,7149.84576222,7021.8169309589894
43.2002006996,7193.04596291,7039.8384772329337
1.82644863013,7194.87241154,7056.4632343403955
4.95282134192,7199.82523289,7071.2217314406498
2.4717684002,7202.29700129,7085.8420509350835
15.662418172,7217.95941946,7101.7756628836469
17.2899810869,7235.24940055,7117.3423062039019
-29.588886159,7205.66051439,7129.9726836885138
-7.91485143379,7197.74566295,7141.4389737869978
-18.643940059,7179.10172289,7151.7078406214905
6.60691229742,7185.70863519,7162.840210198251
12.3605451407,7198.06918033,7173.8508111318997
32.4875842222,7230.55676455,7184.5350952863482
9.56472403278,7240.12148859,7195.3827328398756
34.2576325984,7274.37912119,7206.962552062495
